Name,Online_Name,Description,Short_Code,Short_Code_2,Sap_Code,HSN_Code,Parent_Category,Category,Category_online_display,Price,Attributes,Goods_Services,"GST% (Allowed only 5,18,40)","Type (F=forwardTax,B=BackwardTax)","(Optional) Other Tax (TaxName+Type+value) (F-forward, B-Backward)",Unit,is_Self_Item_Recipe,minimum_stock_level,at_par_stock_level,Rank,Packing_Charges,Allow_Decimal_Qty,Addon_Group_Name,Addon_Group_Selection,Addon_Group_Min,Addon_Group_Max,Variation_group_name,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges,Variation,Variation_Price,Variation_Sap_Code,Variation_Packing_Charges
"Chicken Hot N Sour Soup","Chicken Hot N Sour Soup",,219,,,,,"Chinese Non Veg Soups",,129,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Manchow Soup","Chicken Manchow Soup",,220,,,,,"Chinese Non Veg Soups",,129,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Sweet Corn Soup","Chicken Sweet Corn Soup",,221,,,,,"Chinese Non Veg Soups",,129,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Veg Clear Soup","Chicken Veg Clear Soup",,222,,,,,"Chinese Non Veg Soups",,129,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Lemon Coriander Soup","Chicken Lemon Coriander Soup",,223,,,,,"Chinese Non Veg Soups",,129,non-veg,services,5,F,,,0,,,1,0,Yes
"Paneer Tikka","Paneer Tikka",,224,,,,,"Tandoor Veg Starter",,319,veg,services,5,F,,,0,,,1,0,Yes
"Paneer Pahadi Tikka","Paneer Pahadi Tikka",,225,,,,,"Tandoor Veg Starter",,319,veg,services,5,F,,,0,,,1,0,Yes
"Paneer Garlic Tikka","Paneer Garlic Tikka",,226,,,,,"Tandoor Veg Starter",,329,veg,services,5,F,,,0,,,1,0,Yes
"Paneer Parda","Paneer Parda",,227,,,,,"Tandoor Veg Starter",,349,veg,services,5,F,,,0,,,1,0,Yes
"Paneer Malai Tikka","Paneer Malai Tikka",,228,,,,,"Tandoor Veg Starter",,329,veg,services,5,F,,,0,,,1,0,Yes
"Mushroom Stuff Tikka","Mushroom Stuff Tikka",,229,,,,,"Tandoor Veg Starter",,329,veg,services,5,F,,,0,,,1,0,Yes
"Mushroom Tikka","Mushroom Tikka",,230,,,,,"Tandoor Veg Starter",,319,veg,services,5,F,,,0,,,1,0,Yes
"Hara Bhara Kebab","Hara Bhara Kebab",,231,,,,,"Tandoor Veg Starter",,279,veg,services,5,F,,,0,,,1,0,Yes
"Corn Kebab","Corn Kebab",,232,,,,,"Tandoor Veg Starter",,279,veg,services,5,F,,,0,,,1,0,Yes
"Cheese Chaska Kebab","Cheese Chaska Kebab",,233,,,,,"Tandoor Veg Starter",,279,veg,services,5,F,,,0,,,1,0,Yes
"Veg 2 In 1","Veg 2 In 1",,234,,,,,"Tandoor Veg Starter",,279,veg,services,5,F,,,0,,,1,0,Yes
"Veg Sheek Kebab","Veg Sheek Kebab",,235,,,,,"Tandoor Veg Starter",,269,veg,services,5,F,,,0,,,1,0,Yes
"Aloo Nazakat Tikka","Aloo Nazakat Tikka",,236,,,,,"Tandoor Veg Starter",,319,veg,services,5,F,,,0,,,1,0,Yes
"Aloo Cheese Corn Tikki","Aloo Cheese Corn Tikki",,237,,,,,"Tandoor Veg Starter",,319,veg,services,5,F,,,0,,,1,0,Yes
"Chana Tikki","Chana Tikki",,238,,,,,"Tandoor Veg Starter",,269,veg,services,5,F,,,0,,,1,0,Yes
"Dahi Ke Shole","Dahi Ke Shole",,239,,,,,"Tandoor Veg Starter",,319,veg,services,5,F,,,0,,,1,0,Yes
"Veg Kebab Platter","Veg Kebab Platter",,240,,,,,"Tandoor Veg Starter",,499,veg,services,5,F,,,0,,,1,0,Yes
"Tandoori Chicken","Tandoori Chicken",,241,,,,,"Tandoor Non Veg Starter",,0,non-veg,services,5,F,,,0,,,1,0,Yes,,,,,Customisation,Half,379,,0,Full,599,,0
"Chicken Tikka","Chicken Tikka",,244,,,,,"Tandoor Non Veg Starter",,379,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Malai Tikka","Chicken Malai Tikka",,245,,,,,"Tandoor Non Veg Starter",,379,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Hariyali Tikka","Chicken Hariyali Tikka",,246,,,,,"Tandoor Non Veg Starter",,379,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Pahadi Tikka","Chicken Pahadi Tikka",,247,,,,,"Tandoor Non Veg Starter",,379,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Achari Tikka","Chicken Achari Tikka",,248,,,,,"Tandoor Non Veg Starter",,379,non-veg,services,5,F,,,0,,,1,0,Yes
"Afghani Chicken","Afghani Chicken",,249,,,,,"Tandoor Non Veg Starter",,0,non-veg,services,5,F,,,0,,,1,0,Yes,,,,,Customisation,Half,389,,0,Full,629,,0
"Chicken Sheek Kebab","Chicken Sheek Kebab",,252,,,,,"Tandoor Non Veg Starter",,369,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Neyurani","Chicken Neyurani",,253,,,,,"Tandoor Non Veg Starter",,379,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Banjara","Chicken Banjara",,254,,,,,"Tandoor Non Veg Starter",,379,non-veg,services,5,F,,,0,,,1,0,Yes
"Achari Tagdi Kebab","Achari Tagdi Kebab",,255,,,,,"Tandoor Non Veg Starter",,299,non-veg,services,5,F,,,0,,,1,0,Yes
"Egg Neyurani Kebab","Egg Neyurani Kebab",,256,,,,,"Tandoor Non Veg Starter",,299,egg,services,5,F,,,0,,,1,0,Yes
"Garlic Fish Tikka","Garlic Fish Tikka",,257,,,,,"Tandoor Non Veg Starter",,379,non-veg,services,5,F,,,0,,,1,0,Yes
"Amritsari Fish Fry","Amritsari Fish Fry",,258,,,,,"Tandoor Non Veg Starter",,399,non-veg,services,5,F,,,0,,,1,0,Yes
"Non Veg Kebab Platter","Non Veg Kebab Platter",,259,,,,,"Tandoor Non Veg Starter",,599,non-veg,services,5,F,,,0,,,1,0,Yes
"Mineral Water","Mineral Water",,260,,,,,Beverage,,29,veg,services,5,F,,,0,,,1,0,Yes
Tea,Tea,,261,,,,,Beverage,,39,veg,services,5,F,,,0,,,1,0,Yes
Coffee,Coffee,,262,,,,,Beverage,,49,veg,services,5,F,,,0,,,1,0,Yes
"Fresh Lime Soda","Fresh Lime Soda",,263,,,,,Beverage,,99,veg,services,5,F,,,0,,,1,0,Yes
"Aerated Beverages","Aerated Beverages",,264,,,,,Beverage,,99,veg,services,5,F,,,0,,,1,0,Yes
Lassi,Lassi,,265,,,,,Beverage,,99,veg,services,5,F,,,0,,,1,0,Yes
"Jal Jeera","Jal Jeera",,266,,,,,Beverage,,99,veg,services,5,F,,,0,,,1,0,Yes
"Masala Chhachh","Masala Chhachh",,267,,,,,Beverage,,99,veg,services,5,F,,,0,,,1,0,Yes
Juices,Juices,,268,,,,,Beverage,,109,veg,services,5,F,,,0,,,1,0,Yes
"Cold Coffee","Cold Coffee",,269,,,,,Beverage,,119,veg,services,5,F,,,0,,,1,0,Yes
"Cold Coffee With Ice Cream","Cold Coffee With Ice Cream",,270,,,,,Beverage,,139,veg,services,5,F,,,0,,,1,0,Yes
"Virgin Mojito","Virgin Mojito",,271,,,,,"Mocktail & Shakes",,149,veg,services,5,F,,,0,,,1,0,Yes
"Blue Lagoon","Blue Lagoon",,272,,,,,"Mocktail & Shakes",,149,veg,services,5,F,,,0,,,1,0,Yes
"Red Bull Mojito","Red Bull Mojito",,273,,,,,"Mocktail & Shakes",,219,veg,services,5,F,,,0,,,1,0,Yes
"Orange Splash","Orange Splash",,274,,,,,"Mocktail & Shakes",,149,veg,services,5,F,,,0,,,1,0,Yes
"Black Currant","Black Currant",,275,,,,,"Mocktail & Shakes",,149,veg,services,5,F,,,0,,,1,0,Yes
"Kit Kat Shake","Kit Kat Shake",,276,,,,,"Mocktail & Shakes",,159,veg,services,5,F,,,0,,,1,0,Yes
"Oreo Shake","Oreo Shake",,277,,,,,"Mocktail & Shakes",,159,veg,services,5,F,,,0,,,1,0,Yes
"Butter Scotch Shake","Butterscotch Shake",,278,,,,,"Mocktail & Shakes",,159,veg,services,5,F,,,0,,,1,0,Yes
"Chocolate Shake","Chocolate Shake",,279,,,,,"Mocktail & Shakes",,159,veg,services,5,F,,,0,,,1,0,Yes
"Vanilla Shake","Vanilla Shake",,280,,,,,"Mocktail & Shakes",,139,veg,services,5,F,,,0,,,1,0,Yes
"Classic Margherita Pizza","Classic Margherita Pizza",[Regular],281,,,,,"Pizza & Pasta",,199,veg,services,5,F,,,0,,,1,0,Yes
"Fresh Farm Veggie Pizza","Fresh Farm Veggie Pizza",[Regular],282,,,,,"Pizza & Pasta",,219,veg,services,5,F,,,0,,,1,0,Yes
"Paneer & Corn Capsicum Pizza","Paneer & Corn Capsicum Pizza",[Regular],283,,,,,"Pizza & Pasta",,239,veg,services,5,F,,,0,,,1,0,Yes
"Peri Peri Paneer Tikka Pizza","Peri Peri Paneer Tikka Pizza",[Regular],284,,,,,"Pizza & Pasta",,249,veg,services,5,F,,,0,,,1,0,Yes
"Chicken Feast Onion Mozzarella Pizza","Chicken Feast Onion Mozzarella Pizza",[Regular],285,,,,,"Pizza & Pasta",,269,non-veg,services,5,F,,,0,,,1,0,Yes
"Peri Peri Chicken Tikka Pizza","Peri Peri Chicken Tikka Pizza",[Regular],286,,,,,"Pizza & Pasta",,279,non-veg,services,5,F,,,0,,,1,0,Yes
"Pepperoni Chicken Pizza","Pepperoni Chicken Pizza",[Regular],287,,,,,"Pizza & Pasta",,299,non-veg,services,5,F,,,0,,,1,0,Yes
"Cheese Pasta","Cheese Pasta",,288,,,,,"Pizza & Pasta",,249,veg,services,5,F,,,0,,,1,0,Yes
"Penne Alfredo (Wsp)","Penne Alfredo (Wsp)",,289,,,,,"Pizza & Pasta",,299,veg,services,5,F,,,0,,,1,0,Yes
"Chicken Cheese Pasta","Chicken Cheese Pasta",,290,,,,,"Pizza & Pasta",,329,non-veg,services,5,F,,,0,,,1,0,Yes
"Classic Veg Burger","Classic Veg Burger",,291,,,,,"Burger & Sandwich",,119,veg,services,5,F,,,0,,,1,0,Yes
"Classic Cheese Burger","Classic Cheese Burger",,292,,,,,"Burger & Sandwich",,139,veg,services,5,F,,,0,,,1,0,Yes
"Paneer Tikka Burger","Paneer Tikka Burger",,293,,,,,"Burger & Sandwich",,149,veg,services,5,F,,,0,,,1,0,Yes
"Double Cheese Paneer Burger","Double Cheese Paneer Burger",,294,,,,,"Burger & Sandwich",,169,veg,services,5,F,,,0,,,1,0,Yes
"Classic Chicken Burger","Classic Chicken Burger",,295,,,,,"Burger & Sandwich",,159,non-veg,services,5,F,,,0,,,1,0,Yes
"Chicken Tikka Burger","Chicken Tikka Burger",,296,,,,,"Burger & Sandwich",,179,non-veg,services,5,F,,,0,,,1,0,Yes
"Peri Peri Chicken Burger","Peri Peri Chicken Burger",,297,,,,,"Burger & Sandwich",,189,non-veg,services,5,F,,,0,,,1,0,Yes
"Veg Club Sandwich","Veg Club Sandwich",,298,,,,,"Burger & Sandwich",,159,veg,services,5,F,,,0,,,1,0,Yes
"Chicken Club Sandwich","Chicken Club Sandwich",,299,,,,,"Burger & Sandwich",,229,non-veg,services,5,F,,,0,,,1,0,Yes
"Gourmet Chicken Sandwich","Gourmet Chicken Sandwich",,300,,,,,"Burger & Sandwich",,239,non-veg,services,5,F,,,0,,,1,0,Yes
"Budweiser Magnum 650ml","Budweiser Magnum 650ml",,[p]-01,,,,,Beer,Beer,480,veg,services,18,F,,,0,,,1,0,Yes
"Kingfisher Ultra 650ml","Kingfisher Ultra 650ml",,[p]-02,,,,,Beer,Beer,430,veg,services,18,F,,,0,,,1,0,Yes
"Kingfisher Strong 650ml","Kingfisher Strong 650ml",,[p]-03,,,,,Beer,Beer,340,veg,services,18,F,,,0,,,1,0,Yes
"Heineken 650Ml","Heineken 650ml",,[p]-04,,,,,Beer,Beer,470,veg,services,18,F,,,0,,,1,0,Yes
"Corona 330 Ml","Corona 330 Ml",,[p]-05,,,,,Beer,Beer,370,veg,services,18,F,,,0,,,1,0,Yes
Hunter,Hunter,,[p]-06,,,,,Beer,Beer,340,veg,services,18,F,,,0,,,1,0,Yes
"Water Bottle 1Lt.","Water Bottle 1lt.",,[p]-07,,,,,"Soft Beverage","Soft Beverage",30,veg,services,18,F,,,0,,,1,0,Yes
"Soda 750Ml","Soda 750ml",,[p]-08,,,,,"Soft Beverage","Soft Beverage",40,veg,services,18,F,,,0,,,1,0,Yes
"Red Bull 330 Ml","Red Bull 330 Ml",,[p]-09,,,,,"Soft Beverage","Soft Beverage",210,veg,services,18,F,,,0,,,1,0,Yes
"Tonic Water","Tonic Water",,[p]-10,,,,,"Soft Beverage","Soft Beverage",160,veg,services,18,F,,,0,,,1,0,Yes
"Aerated Drink (By Glass)","Aerated Drink (By Glass)",,[p]-11,,,,,"Soft Beverage","Soft Beverage",95,veg,services,18,F,,,0,,,1,0,Yes
"Canned Juice (By Glass)","Canned Juice (By Glass)",,[p]-12,,,,,"Soft Beverage","Soft Beverage",130,veg,services,18,F,,,0,,,1,0,Yes
"Monkey Shoulder","Monkey Shoulder",,[p]-13,,,,,Whisky,Whisky,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",335,,0,"Large 60 ML",570,,0
"Amrut Amalgam","Amrut Amalgam",,[p]-16,,,,,Whisky,Whisky,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",335,,0,"Large 60 ML",560,,0
"Royal Ranthambore","Royal Ranthambore",,[p]-19,,,,,Whisky,Whisky,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",170,,0,"Large 60 ML",345,,0
"Antiquity Blue","Antiquity Blue",,[p]-22,,,,,Whisky,Whisky,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",145,,0,"Large 60 ML",255,,0
"Blender'S Pride Reserve","Blender'S Pride Reserve",,[p]-25,,,,,Whisky,Whisky,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",145,,0,"Large 60 ML",255,,0
"Blender'S Pride","Blender'S Pride",,[p]-28,,,,,Whisky,Whisky,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",120,,0,"Large 60 ML",220,,0
"Royal Stag","Royal Stag",,[p]-31,,,,,Whisky,Whisky,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",110,,0,"Large 60 ML",210,,0
"Bacardi Lemon","Bacardi Lemon",,[p]-34,,,,,Rum,Rum,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",125,,0,"Large 60 ML",230,,0
"Bacardi White","Bacardi White",,[p]-37,,,,,Rum,Rum,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",110,,0,"Large 60 ML",220,,0
"Bacardi Black","Bacardi Black",,[p]-40,,,,,Rum,Rum,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",110,,0,"Large 60 ML",200,,0
"Old Monk Legend","Old Monk Legend",,[p]-43,,,,,Rum,Rum,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",135,,0,"Large 60 ML",215,,0
"Old Monk Coffee","Old Monk Coffee",,[p]-46,,,,,Rum,Rum,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",125,,0,"Large 60 ML",245,,0
"Old Monk","Old Monk",,[p]-49,,,,,Rum,Rum,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",110,,0,"Large 60 ML",190,,0
Jaislmer,Jaislmer,,[p]-52,,,,,Gin,Gin,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",325,,0,"Large 60 ML",620,,0
"Bombay Sapphire","Bombay Sapphire",,[p]-55,,,,,Gin,Gin,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",200,,0,"Large 60 ML",360,,0
"Geater Than","Geater Than",,[p]-58,,,,,Gin,Gin,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",180,,0,"Large 60 ML",300,,0
Nicobar,Nicobar,,[p]-61,,,,,Gin,Gin,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",200,,0,"Large 60 ML",350,,0
"Grey Goose","Grey Goose",,[p]-64,,,,,Vodka,Vodka,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",305,,0,"Large 60 ML",525,,0
Absolut,Absolut,,[p]-67,,,,,Vodka,Vodka,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"(All Flavours)(Small 30 ML)",195,,0,"(All Flavours)(Large 60 ML)",335,,0
"Simrn Off","Simrn Off",,[p]-70,,,,,Vodka,Vodka,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"(All Flavours)(Small 30 ML)",135,,0,"(All Flavours)(Large 60 ML)",235,,0
"Magic Moment","Magic Moment",,[p]-73,,,,,Vodka,Vodka,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"(All Flavours)(Small 30 ML)",120,,0,"(All Flavours)(Large 60 ML)",200,,0
"Don Julio","Don Julio",,[p]-76,,,,,Taquila,Taquila,950,veg,services,18,F,,,0,,,1,0,Yes
Camino,Camino,,[p]-77,,,,,Taquila,Taquila,380,veg,services,18,F,,,0,,,1,0,Yes
Jagermeister,Jagermeister,,[p]-78,,,,,Liqour,Liqour,470,veg,services,18,F,,,0,,,1,0,Yes
Morpheus,Morpheus,,[p]-79,,,,,Liqour,Liqour,180,veg,services,18,F,,,0,,,1,0,Yes
"Jacobs Creek Shiraz","Jacobs Creek Shiraz",,[p]-80,,,,,Wine,Wine,1599,veg,services,18,F,,,0,,,1,0,Yes
"Jacobs Creek Chardonnay","Jacobs Creek Chardonnay",,[p]-81,,,,,Wine,Wine,1599,veg,services,18,F,,,0,,,1,0,Yes
"Open Item","open item",,"open item",,,,,"Open Item",,0,veg,services,5,F,,,0,,,1,0,Yes
"Budweiser Magnum Cane","Budweiser Magnum Cane",,BMC,,,,,Beer,Beer,370,veg,,18,F,,,0,,,1,0,Yes
Rampur,rampur,,rampur,,,,,"Single Malt",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",670,,0,"Large 60 ML",1200,,0
Macallan,macallan,,macallan,,,,,"Single Malt",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",570,,0,"Large 60 ML",1050,,0
"Glenlivet 15 Year","glenlivet 15 year",,"glenlivet 15 year",,,,,"Single Malt",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",480,,0,"Large 60 ML",930,,0
"Glenlivet 12 Year","glenlivet 12 year",,"glenlivet 12 year",,,,,"Single Malt",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",360,,0,"Large 60 ML",670,,0
Talisker,talisker,,talisker,,,,,"Single Malt",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",380,,0,"Large 60 ML",715,,0
Singleton,singleton,,singleton,,,,,"Single Malt",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",360,,0,"Large 60 ML",670,,0
Glenfiddich,glenfiddich,,glenfiddich,,,,,"Single Malt",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",380,,0,"Large 60 ML",715,,0
"Amrut Fussion","amrut fussion",,"amrut fussion",,,,,"Single Malt",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",350,,0,"Large 60 ML",590,,0
Jameson,jameson,,jameson,,,,,IRISH,,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",190,,0,"Large 60 ML",360,,0
Jimbeam,jimbeam,,jimbeam,,,,,IRISH,,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",190,,0,"Large 60 ML",360,,0
"Royal Salute","royal salute",,"royal salute",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",1250,,0,"Large 60 ML",2000,,0
"Blue Label","blue label",,"blue label",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",1250,,0,"Large 60 ML",2000,,0
"Chivas Regal 18 Year","chivas regal 18 year",,"chivas regal 18 year",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",630,,0,"Large 60 ML",1000,,0
"Gold Label Reserve","gold label reserve",,"gold label reserve",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",390,,0,"Large 60 ML",760,,0
"Doubla Black","doubla black",,"doubla black",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",335,,0,"Large 60 ML",620,,0
"Ballentines 12 Year","ballentines 12 year",,"ballentines 12 year",,,,,"Blended Scotch",,0,veg,goods,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",250,,0,"Large 60 ML",450,,0
"Chivas Regal","chivas regal",,"chivas regal",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",285,,0,"Large 60 ML",525,,0
"Dewars 12 Year","dewars 12 year",,"dewars 12 year",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",265,,0,"Large 60 ML",515,,0
"Black Triple Gold","black triple gold",,"black triple gold",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",265,,0,"Large 60 ML",425,,0
"100 Pipers 12 Year","100 pipers 12 year",,"100 pipers 12 year",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",235,,0,"Large 60 ML",430,,0
"Teachers 50","teachers 50",,"teachers 50",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",235,,0,"Large 60 ML",440,,0
"Red Label","red label",,"red label",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",190,,0,"Large 60 ML",325,,0
J&b,j&b,,j&b,,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",180,,0,"Large 60 ML",315,,0
Ballantines,ballantines,,ballantines,,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",210,,0,"Large 60 ML",365,,0
Dewars,dewars,,dewars,,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",180,,0,"Large 60 ML",335,,0
"100 Pipers","100 pipers",,"100 pipers",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",160,,0,"Large 60 ML",315,,0
"Teachers Highland Cream","teachers highland cream",,"teachers highland cr",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",170,,0,"Large 60 ML",315,,0
"Black Dog","Black Dog",,"Black Dog",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",160,,0,"Large 60 ML",320,,0
"Black & White","black & white",,"black & white",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",170,,0,"Large 60 ML",325,,0
"Vat 69","vat 69",,"vat 69",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",180,,0,"Large 60 ML",335,,0
"Black Label","black label",,"black label",,,,,"Blended Scotch",,0,veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"Small 30 ML",285,,0,"Large 60 ML",525,,0
"Cigarette Small","cigarette small",,"cigarette small",,,,,Extra,,20,veg,services,18,F,,,0,,,1,0,Yes
"Cigarette Big","cigarette big",,"cigarette big",,,,,Extra,,30,veg,services,18,F,,,0,,,1,0,Yes
"Boiled Egg","boiled egg",,"boiled egg",,,,,Eggs,,79,egg,services,5,F,,,0,,,1,0,Yes
"Boiled  Egg Fry","boiled  egg fry",,"boiled  egg fry",,,,,Eggs,,89,egg,services,5,F,,,0,,,1,0,Yes
"Egg Bhurji","egg bhurji",,"egg bhurji",,,,,Eggs,,149,egg,services,,,,,0,,,1,0,Yes
"Egg Pouch","egg pouch",,"egg pouch",,,,,Eggs,,129,egg,services,5,F,,,0,,,1,0,Yes
Omlette,omlette,,omlette,,,,,Eggs,,149,veg,services,5,F,,,0,,,1,0,Yes
Signature,signature,,signature,,,,,Whisky,Whisky,0,non-veg,services,18,F,,,0,,,1,0,Yes,,,,,Customisation,"30 ML",120,,0,"60 ML",220,,0
